vehicle_id,manufacturer,range,model,derivative,transmission,trim,sector,bodystyle,fueltype,fueldelivery,engine_litres,drivetrain
84338,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,S400d L AMG Line 4dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE PREMIER,SALOON,DIESEL,TURBO,3.0,REAR WHEEL DRIVE
88980,FIAT,TIPO,TIPO HATCHBACK,1.4 S Design 5dr,MANUAL,S DESIGN,MEDIUM,HATCHBACK,PETROL,INJECTION,1.4,FRONT WHEEL DRIVE
87541,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 Tekna 5dr,MANUAL,TEKNA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
80656,BMW,5 SERIES,5 SERIES SALOON,520i SE 4dr Auto,AUTOMATIC,SE,PRESTIGE LARGE,SALOON,PETROL,TURBO,2.0,REAR WHEEL DRIVE
88366,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.7 dCi N-Connecta 5dr [Glass Roof Pack],MANUAL,N-CONNECTA,MEDIUM,HATCHBACK,DIESEL,TURBO,1.7,FRONT WHEEL DRIVE
85818,SKODA,KODIAQ,KODIAQ ESTATE,1.5 TSI SE 5dr [7 Seat],MANUAL,SE,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
85011,SEAT,ATECA,ATECA DIESEL ESTATE,1.6 TDI SE [EZ] 5dr DSG,AUTOMATIC,SE,MPV LARGE,ESTATE,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
88907,FORD,FOCUS,FOCUS DIESEL HATCHBACK,2.0 EcoBlue 190 ST 5dr,MANUAL,ST,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
74818,VOLVO,V40,V40 DIESEL HATCHBACK,D2 [120] Cross Country Nav Plus 5dr,MANUAL,CROSS COUNTRY NAV PLUS,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
85781,KIA,CEED,CEED DIESEL HATCHBACK,1.6 CRDi ISG 3 5dr,MANUAL,3,MEDIUM,HATCHBACK,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
89993,CITROEN,BERLINGO,BERLINGO DIESEL ESTATE,1.5 BlueHDi 130 Flair XTR XL 5dr EAT8 [7 seat],AUTOMATIC,FLAIR XTR,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
78466,VOLKSWAGEN,GOLF,GOLF DIESEL HATCHBACK,1.6 TDI GT 5dr,MANUAL,GT,MEDIUM,HATCHBACK,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
86715,AUDI,A7,A7 SPORTBACK,55 TFSI Quattro S Line 5dr S Tronic [C+S],AUTOMATIC,S LINE,PRESTIGE LARGE,HATCHBACK,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
84887,SSANGYONG,TURISMO,TURISMO DIESEL ESTATE,2.2 ELX 5dr Tip Auto 4WD,AUTOMATIC,ELX,LARGE,ESTATE,DIESEL,TURBO,2.2,FOUR WHEEL DRIVE
85464,AUDI,Q2,Q2 ESTATE,40 TFSI Quattro S Line 5dr S Tronic [Tech pack],AUTOMATIC,S LINE,4X4 SMALL,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
89813,MERCEDES-BENZ,C CLASS,C CLASS DIESEL SALOON,C200d AMG Line Edition Premium 4dr Auto,AUTOMATIC,AMG LINE EDITION,PRESTIGE MEDIUM,SALOON,DIESEL,TURBO,1.6,REAR WHEEL DRIVE
84041,PEUGEOT,108,108 HATCHBACK,1.0 72 Active 5dr,MANUAL,ACTIVE,SMALL,HATCHBACK,PETROL,INJECTION,1.0,FRONT WHEEL DRIVE
84972,AUDI,Q2,Q2 ESTATE,35 TFSI Black Edition 5dr,MANUAL,BLACK EDITION,4X4 SMALL,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
86159,ALFA ROMEO,STELVIO,STELVIO DIESEL ESTATE,2.2 D 190 Super 5dr Auto,AUTOMATIC,SUPER,4X4 LARGE,ESTATE,DIESEL,TURBO,2.2,FOUR WHEEL DRIVE
84643,MAZDA,CX-5,CX-5 DIESEL ESTATE,2.2d Sport Nav+ 5dr,MANUAL,SPORT NAV+,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.2,FRONT WHEEL DRIVE
76770,TOYOTA,C-HR,C-HR HATCHBACK,1.2T Excel 5dr CVT AWD [Leather],AUTOMATIC,EXCEL,MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FOUR WHEEL DRIVE
86844,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Exclusive II 3dr Auto [Nav Pack],AUTOMATIC,COOPER EXCLUSIVE,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
85247,AUDI,A5,A5 DIESEL SPORTBACK,40 TDI Quattro S Line 5dr S Tronic,AUTOMATIC,S LINE,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
80893,HYUNDAI,I30,I30 TOURER,1.4T GDI Premium SE 5dr,MANUAL,PREMIUM SE,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.4,FRONT WHEEL DRIVE
81013,SSANGYONG,KORANDO,KORANDO ESTATE SPECIAL EDITIONS,2.2 LE 5dr Auto,AUTOMATIC,LE,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.2,FRONT WHEEL DRIVE
90650,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Turbo SE 5dr,MANUAL,SE,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
90953,BMW,X5,X5 DIESEL ESTATE,xDrive30d M Sport 5dr Auto [Tech Pack],AUTOMATIC,M SPORT,4X4 LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
86699,CITROEN,BERLINGO,BERLINGO DIESEL ESTATE,1.5 BlueHDi 100 Feel XL 5dr [7 seat],MANUAL,FEEL,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
77805,JAGUAR,F-TYPE,F-TYPE COUPE,5.0 Supercharged V8 SVR 2dr Auto AWD,AUTOMATIC,SVR,PRESTIGE COUPE MEDIUM,COUPE,PETROL,SUPERCHARGED,5.0,FOUR WHEEL DRIVE
91001,BMW,5 SERIES,5 SERIES DIESEL TOURING,530d xDrive M Sport 5dr Auto [Tech Pack],AUTOMATIC,M SPORT,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
87813,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A220d AMG Line Premium Plus 5dr Auto,AUTOMATIC,AMG LINE,PRESTIGE LOWER,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
91084,CITROEN,C3,C3 HATCHBACK,1.2 PureTech 83 Flair 5dr,MANUAL,FLAIR,LOWER MEDIUM,HATCHBACK,PETROL,INJECTION,1.2,FRONT WHEEL DRIVE
89281,LAND ROVER,DISCOVERY SPORT,DISCOVERY SPORT DIESEL SW,2.0 D180 R-Dynamic S 5dr Auto,AUTOMATIC,R-DYNAMIC S,4X4 MEDIUM,STATION WAGON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
86380,MERCEDES-BENZ,C CLASS,C CLASS AMG SALOON,C63 S 4dr 9G-Tronic,AUTOMATIC,AMG S,PRESTIGE MEDIUM,SALOON,PETROL,TURBO,4.0,REAR WHEEL DRIVE
85823,SKODA,KODIAQ,KODIAQ ESTATE,1.5 TSI SE L 5dr [7 Seat],MANUAL,SE L,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
85160,AUDI,A5,A5 COUPE,40 TFSI Sport 2dr S Tronic,AUTOMATIC,SPORT,PRESTIGE COUPE MEDIUM,COUPE,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
88386,VOLKSWAGEN,T-CROSS,T-CROSS ESTATE,1.0 TSI 115 SE 5dr DSG,AUTOMATIC,SE,ESTATE SMALL,ESTATE,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
84103,LAND ROVER,DISCOVERY,DISCOVERY DIESEL SW,3.0 SDV6 SE 5dr Auto,AUTOMATIC,SE,4X4 LARGE,STATION WAGON,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
81635,SKODA,KAROQ,KAROQ DIESEL ESTATE,1.6 TDI SE L 5dr,MANUAL,SE L,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
87593,AUDI,TT,TT COUPE,40 TFSI Sport 2dr S Tronic [Tech Pack],AUTOMATIC,SPORT,PRESTIGE COUPE SMALL,COUPE,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
87182,MINI,COUNTRYMAN,COUNTRYMAN DIESEL HATCHBACK,2.0 Cooper D Sport ALL4 5dr Auto [Comfort Pack],AUTOMATIC,COOPER SPORT,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
88809,NISSAN,X-TRAIL,X-TRAIL DIESEL STATION WAGON,1.7 dCi Tekna 5dr,MANUAL,TEKNA,4X4 LARGE,STATION WAGON,DIESEL,TURBO,1.7,FRONT WHEEL DRIVE
89591,AUDI,A4,A4 DIESEL AVANT,30 TDI S Line 5dr S Tronic,AUTOMATIC,S LINE,PRESTIGE ESTATE MEDIUM,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
85107,SEAT,LEON,LEON DIESEL HATCHBACK,2.0 TDI 150 Xcellence Lux [EZ] 5dr,MANUAL,XCELLENCE LUX,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
80977,PEUGEOT,308,308 DIESEL SW ESTATE,1.5 BlueHDi 130 GT Line 5dr,MANUAL,GT LINE,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
88460,MINI,COUNTRYMAN,COUNTRYMAN HATCHBACK,1.5 Cooper Sport ALL4 5dr Auto [Comfort Pack],AUTOMATIC,COOPER SPORT,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FOUR WHEEL DRIVE
90469,BENTLEY,CONTINENTAL GT,CONTINENTAL GT COUPE,6.0 W12 Mulliner Driving Spec 2dr Auto [City Spec],AUTOMATIC,MULLINER,PRESTIGE PREMIER,COUPE,PETROL,TURBO,6.0,FOUR WHEEL DRIVE
88071,NISSAN,MICRA,MICRA HATCHBACK,1.0 DIG-T 117 Acenta 5dr [Exterior+ Pack],MANUAL,ACENTA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88163,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,B200d AMG Line Executive 5dr Auto,AUTOMATIC,AMG LINE,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
88919,FIAT,500,500 HATCHBACK,0.9 TwinAir Rock Star 3dr,MANUAL,ROCK STAR,SMALL,HATCHBACK,PETROL,TURBO,0.9,FRONT WHEEL DRIVE
83543,FORD,FOCUS,FOCUS DIESEL HATCHBACK,2.0 EcoBlue ST-Line 5dr,MANUAL,ST-LINE,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90367,SEAT,LEON,LEON DIESEL SPORT TOURER,2.0 TDI 150 FR Black Edition [EZ] 5dr DSG,AUTOMATIC,FR BLACK EDITION,"",ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
86616,AUDI,TT,TT ROADSTER,45 TFSI Black Edition 2dr,MANUAL,BLACK EDITION,PRESTIGE CONVERTIBLE SMALL,ROADSTER,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
84507,HYUNDAI,I20,I20 HATCHBACK,1.2 MPi SE 5dr,MANUAL,SE,SUPERMINI,HATCHBACK,PETROL,INJECTION,1.2,FRONT WHEEL DRIVE
90025,VAUXHALL,GRANDLAND X,GRANDLAND X DIESEL HATCHBACK,2.0 Turbo D SRi Nav 5dr Auto,AUTOMATIC,SRI NAV,4X4 MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
86818,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Classic II 5dr Auto [Comfort Pack],AUTOMATIC,COOPER CLASSIC,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
81786,LAND ROVER,RANGE ROVER,RANGE ROVER ESTATE,5.0 V8 S/C 565 SVAutobiography Dynamic 4dr Auto,AUTOMATIC,SVAUTOBIOGRAPHY DYNAMIC,4X4 LARGE,ESTATE,PETROL,SUPERCHARGED,5.0,FOUR WHEEL DRIVE
85463,AUDI,Q2,Q2 ESTATE,40 TFSI Quattro S Line 5dr S Tronic,AUTOMATIC,S LINE,4X4 SMALL,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
86518,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,MANUAL,ACENTA,MEDIUM,HATCHBACK,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
74773,VOLVO,V40,V40 DIESEL HATCHBACK,D3 [4 Cyl 150] Momentum Nav Plus 5dr Geartronic,AUTOMATIC,MOMENTUM NAV PLUS,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90248,BMW,M8,M8 CONVERTIBLE,M8 Competition 2dr DCT,AUTOMATIC,M8 COMPETITION,PRESTIGE CONVERTIBLE LARGE,CONVERTIBLE,PETROL,TURBO,4.4,FOUR WHEEL DRIVE
81230,SKODA,OCTAVIA,OCTAVIA HATCHBACK,1.5 TSI SE L 5dr,MANUAL,SE L,UPPER MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
91193,RENAULT,ZOE,ZOE ELECTRIC HATCHBACK,100KW i Iconic R135 50KWh Rapid Charge 5dr Auto,AUTOMATIC,ICONIC,"",HATCHBACK,ELECTRIC,NORMALLY ASPIRATED,0.0,FRONT WHEEL DRIVE
90561,VAUXHALL,ASTRA,ASTRA DIESEL HATCHBACK,1.5 Turbo D 105 SE 5dr,MANUAL,SE,MEDIUM,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
76283,FORD,KUGA,KUGA DIESEL ESTATE,2.0 TDCi Zetec 5dr Auto,AUTOMATIC,ZETEC,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
87284,VOLKSWAGEN,CALIFORNIA,CALIFORNIA SPECIAL EDITION,2.0 TDI BMT 30 Years 199 5dr 4MOTION DSG,AUTOMATIC,30 YEARS,MPV LARGE,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
80762,JAGUAR,XF,XF DIESEL SPORTBRAKE,2.0d [180] Prestige 5dr Auto,AUTOMATIC,PRESTIGE,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,2.0,REAR WHEEL DRIVE
84642,MAZDA,CX-5,CX-5 DIESEL ESTATE,2.2d SE-L Nav+ 5dr Auto,AUTOMATIC,SE-L NAV+,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.2,FRONT WHEEL DRIVE
90558,VAUXHALL,ASTRA,ASTRA HATCHBACK,1.2 Turbo SE 5dr,MANUAL,SE,MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
80941,PEUGEOT,308,308 HATCHBACK,1.2 PureTech 130 GT Line 5dr,MANUAL,GT LINE,MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
82132,KIA,STINGER,STINGER GRAN TURISMO,2.0 T-GDi GT-Line 5dr Auto,AUTOMATIC,GT-LINE,LARGE,HATCHBACK,PETROL,TURBO,2.0,REAR WHEEL DRIVE
85342,PEUGEOT,RIFTER,RIFTER DIESEL ESTATE,1.5 BlueHDi 100 GT Line 5dr,MANUAL,GT LINE,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
91021,BMW,5 SERIES,5 SERIES DIESEL SALOON,530d xDrive M Sport 4dr Auto [Tech/Plus Pack],AUTOMATIC,M SPORT,PRESTIGE LARGE,SALOON,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
86227,PEUGEOT,3008,3008 ESTATE,1.2 PureTech Allure 5dr EAT8,AUTOMATIC,ALLURE,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
83594,FORD,FOCUS,FOCUS ESTATE,1.5 EcoBoost 150 Titanium 5dr Auto,AUTOMATIC,TITANIUM,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
89491,AUDI,A1,A1 SPORTBACK,35 TFSI Vorsprung 5dr S Tronic,AUTOMATIC,VORSPRUNG,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
85910,BMW,X5,X5 ESTATE,xDrive40i xLine 5dr Auto,AUTOMATIC,XLINE,4X4 LARGE,ESTATE,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
81793,LAND ROVER,RANGE ROVER,RANGE ROVER DIESEL ESTATE,4.4 SDV8 Autobiography LWB 4dr Auto,AUTOMATIC,AUTOBIOGRAPHY,4X4 LARGE,ESTATE,DIESEL,TURBO,4.4,FOUR WHEEL DRIVE
89292,LAND ROVER,DISCOVERY SPORT,DISCOVERY SPORT DIESEL SW,2.0 D240 HSE 5dr Auto [5 Seat],AUTOMATIC,HSE,4X4 MEDIUM,STATION WAGON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
83781,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport 5dr Auto,AUTOMATIC,SPORT,PRESTIGE LOWER,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
89834,MERCEDES-BENZ,C CLASS,C CLASS ESTATE,C180 Sport Edition 5dr Auto,AUTOMATIC,SPORT EDITION,PRESTIGE ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.6,REAR WHEEL DRIVE
90406,BMW,X1,X1 DIESEL ESTATE,xDrive 18d xLine 5dr,MANUAL,XLINE,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
83778,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A250 AMG Line Premium Plus 5dr Auto,AUTOMATIC,AMG LINE,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
87179,MINI,COUNTRYMAN,COUNTRYMAN DIESEL HATCHBACK,2.0 Cooper D Sport ALL4 5dr [Comfort/Nav+ Pack],MANUAL,COOPER SPORT,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
46961,NISSAN,370Z,370Z COUPE,3.7 V6 [328] 3dr,MANUAL,"",COUPE MEDIUM,COUPE,PETROL,INJECTION,3.7,REAR WHEEL DRIVE
85985,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,C300d 4Matic AMG Line Premium Plus 2dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE COUPE MEDIUM,COUPE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
89602,AUDI,A4,A4 DIESEL AVANT,S4 TDI Quattro Vorsprung 5dr Tiptronic,AUTOMATIC,S4 VORSPRUNG,PRESTIGE ESTATE MEDIUM,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
90123,AUDI,A6,A6 DIESEL AVANT,S6 TDI 349 Quattro 5dr Tip Auto [C+S Pack],AUTOMATIC,S6,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
74905,SUZUKI,BALENO,BALENO HATCHBACK,1.0 Boosterjet SZ5 5dr Auto,AUTOMATIC,SZ5,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
84081,LAND ROVER,RANGE ROVER VELAR,RANGE ROVER VELAR ESTATE,2.0 P250 5dr Auto,AUTOMATIC,"",4X4 LARGE,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
80746,ALFA ROMEO,STELVIO,STELVIO ESTATE SPECIAL EDITION,2.2 D 210 Milano 5dr Auto,AUTOMATIC,MILANO,4X4 LARGE,ESTATE,DIESEL,TURBO,2.2,FOUR WHEEL DRIVE
90990,BMW,5 SERIES,5 SERIES TOURING,540i xDrive M Sport 5dr Auto [Tech/Plus Pack],AUTOMATIC,M SPORT,PRESTIGE ESTATE LARGE,ESTATE,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
81695,SSANGYONG,REXTON,REXTON DIESEL ESTATE,2.2 ELX 5dr,MANUAL,ELX,4X4 LARGE,ESTATE,DIESEL,TURBO,2.2,FOUR WHEEL DRIVE
91134,AUDI,Q3,Q3 SPORTBACK,45 TFSI Quattro S Line 5dr S Tronic [C+S Pack],AUTOMATIC,S LINE,4X4 MEDIUM,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
86972,MINI,CONVERTIBLE,CONVERTIBLE,2.0 Cooper S Classic II 2dr Auto [Comfort/Nav Pk],AUTOMATIC,COOPER S CLASSIC,CONVERTIBLE SMALL,CONVERTIBLE,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
79329,VAUXHALL,CROSSLAND X,CROSSLAND X HATCHBACK,1.2T [130] Elite Nav 5dr [Start Stop],MANUAL,ELITE NAV,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
90443,BMW,3 SERIES,3 SERIES TOURING SPECIAL EDITIONS,330d xDrive M Sport Plus Edition 5dr Step Auto,AUTOMATIC,M SPORT PLUS EDITION,PRESTIGE ESTATE MEDIUM,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
83535,FORD,FOCUS,FOCUS DIESEL ESTATE,1.5 EcoBlue 120 Zetec Nav 5dr Auto,AUTOMATIC,ZETEC,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
83631,FORD,FOCUS,FOCUS HATCHBACK,1.5 EcoBoost 150 Titanium 5dr,MANUAL,TITANIUM,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
88772,VOLVO,XC60,XC60 DIESEL ESTATE,2.0 B4 R DESIGN 5dr AWD Geartronic,AUTOMATIC,R DESIGN,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
88870,VOLVO,S90,S90 SALOON,2.0 T8 [390] Hybrid Inscription Plus 4dr AWD Gtron,AUTOMATIC,INSCRIPTION PLUS,PRESTIGE LARGE,SALOON,PETROL/PLUGIN ELEC HYBRID,TURBO,2.0,FOUR WHEEL DRIVE
85907,PEUGEOT,308,308 DIESEL SW ESTATE,1.5 BlueHDi 130 Tech Edition 5dr,MANUAL,TECH EDITION,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
88054,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 Visia+ 5dr,MANUAL,VISIA+,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88161,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,B200d Sport Premium Plus 5dr Auto,AUTOMATIC,SPORT,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
87735,MERCEDES-BENZ,A CLASS,A CLASS AMG HATCHBACK,A35 4Matic Executive 5dr Auto,AUTOMATIC,AMG,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
87166,MINI,COUNTRYMAN,COUNTRYMAN DIESEL HATCHBACK,2.0 Cooper D Exclusive 5dr Auto [Comfort Pack],AUTOMATIC,COOPER EXCLUSIVE,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
85334,PEUGEOT,RIFTER,RIFTER ESTATE,1.2 PureTech Allure 5dr,MANUAL,ALLURE,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.2,FRONT WHEEL DRIVE
81700,MASERATI,LEVANTE,LEVANTE DIESEL ESTATE,V6d GranSport 5dr Auto,AUTOMATIC,GRANSPORT,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
90622,SEAT,LEON,LEON DIESEL ESTATE,1.6 TDI SE Dynamic [EZ] 5dr,MANUAL,SE DYNAMIC,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
85195,RENAULT,SCENIC,SCENIC ESTATE,1.3 TCE 140 Iconic 5dr,MANUAL,ICONIC,MPV MEDIUM,ESTATE,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
85274,AUDI,A5,A5 DIESEL CABRIOLET,40 TDI Vorsprung 2dr S Tronic,AUTOMATIC,VORSPRUNG,PRESTIGE CONVERTIBLE MEDIUM,CONVERTIBLE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
86047,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 AMG Line Executive 5dr Auto,AUTOMATIC,AMG LINE,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
84529,PEUGEOT,TRAVELLER,TRAVELLER DIESEL ESTATE,1.5 BlueHDi 120 Business Standard [9 Seat] 5dr,MANUAL,BUSINESS,ESTATE LARGE,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
83553,FORD,FOCUS,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 95 Style 5dr,MANUAL,STYLE,MEDIUM,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
85471,AUDI,Q2,Q2 DIESEL ESTATE,30 TDI S Line 5dr,MANUAL,S LINE,4X4 SMALL,ESTATE,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
90079,AUDI,A4,A4 DIESEL AVANT,30 TDI Sport 5dr S Tronic [Comfort+Sound],AUTOMATIC,SPORT,PRESTIGE ESTATE MEDIUM,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
86225,MAZDA,MX-5,MX-5 RF CONVERTIBLE,2.0 GT Sport Nav+ 2dr Auto,AUTOMATIC,GT SPORT NAV+,CONVERTIBLE SMALL,CONVERTIBLE,PETROL,INJECTION,2.0,REAR WHEEL DRIVE
87555,NISSAN,MICRA,MICRA HATCHBACK,1.0 DIG-T 117 Tekna 5dr [Vision+/Exterior+ Pack],MANUAL,TEKNA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88575,BMW,7 SERIES,7 SERIES DIESEL SALOON,730d M Sport 4dr Auto,AUTOMATIC,M SPORT,PRESTIGE PREMIER,SALOON,DIESEL,TURBO,3.0,REAR WHEEL DRIVE
86681,MERCEDES-BENZ,A CLASS,A CLASS DIESEL SALOON,A180d AMG Line 4dr Auto,AUTOMATIC,AMG LINE,PRESTIGE MEDIUM,SALOON,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
88064,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 N-Connecta 5dr [Bose],MANUAL,N-CONNECTA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
