vehicle_id,manufacturer,range,model,derivative,transmission,trim,sector,bodystyle,fueltype,fueldelivery,engine_litres,drivetrain
86054,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line 5dr,MANUAL,AMG LINE,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
91229,TOYOTA,C-HR,C-HR HATCHBACK,2.0 Hybrid Dynamic 5dr CVT [Leather/JBL],AUTOMATIC,DYNAMIC,MEDIUM,HATCHBACK,PETROL/ELECTRIC HYBRID,INJECTION,2.0,FRONT WHEEL DRIVE
87304,FORD,KUGA,KUGA ESTATE,1.5 EcoBoost 176 ST-Line Edition  5dr Auto,AUTOMATIC,ST-LINE EDITION,4X4 MEDIUM,ESTATE,PETROL,TURBO,1.5,FOUR WHEEL DRIVE
74189,BMW,M4,M4 CONVERTIBLE,M4 2dr [Competition Pack],MANUAL,M4,PRESTIGE CONVERTIBLE MEDIUM,CONVERTIBLE,PETROL,TURBO,3.0,REAR WHEEL DRIVE
84555,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,E450 4Matic AMG Line Premium Plus 2dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE CONVERTIBLE LARGE,CABRIOLET,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
84741,FORD,MUSTANG,MUSTANG FASTBACK,5.0 V8 Bullitt 2dr,MANUAL,BULLITT,COUPE LARGE,COUPE,PETROL,INJECTION,5.0,REAR WHEEL DRIVE
88643,LAMBORGHINI,HURACAN,HURACAN EVO SPYDER,5.2 V10 640 2dr Auto AWD,AUTOMATIC,"",PRESTIGE CONVERTIBLE MEDIUM,CONVERTIBLE,PETROL,INJECTION,5.2,FOUR WHEEL DRIVE
83525,FORD,FOCUS,FOCUS DIESEL ESTATE,1.5 EcoBlue 120 Titanium X 5dr,MANUAL,TITANIUM X,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
89788,MERCEDES-BENZ,C CLASS,C CLASS SALOON,C180 AMG Line Edition 4dr Auto,AUTOMATIC,AMG LINE EDITION,PRESTIGE MEDIUM,SALOON,PETROL,TURBO,1.6,REAR WHEEL DRIVE
90857,BMW,Z4,Z4 ROADSTER,sDrive M40i 2dr Auto [Black Pack],AUTOMATIC,M40I,PRESTIGE CONVERTIBLE SMALL,ROADSTER,PETROL,TURBO,3.0,REAR WHEEL DRIVE
88566,BMW,7 SERIES,7 SERIES SALOON,750i xDrive M Sport 4dr Auto,AUTOMATIC,M SPORT,PRESTIGE PREMIER,SALOON,PETROL,TURBO,4.4,FOUR WHEEL DRIVE
76788,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Dynamic 5dr CVT [Premium],AUTOMATIC,DYNAMIC,MEDIUM,HATCHBACK,PETROL/ELECTRIC HYBRID,INJECTION,1.8,FRONT WHEEL DRIVE
87187,MINI,COUNTRYMAN,COUNTRYMAN DIESEL HATCHBACK,2.0 Cooper D Exclusive ALL4 5dr [Comfort/Nav+ Pk],MANUAL,COOPER EXCLUSIVE,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
88258,FORD,MONDEO,MONDEO ESTATE,1.5 EcoBoost Titanium Edition 5dr Auto,AUTOMATIC,TITANIUM EDITION,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
90716,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW Active 50kWh 5dr Auto,AUTOMATIC,ACTIVE,"",HATCHBACK,ELECTRIC,NORMALLY ASPIRATED,0.0,FRONT WHEEL DRIVE
90436,BMW,3 SERIES,3 SERIES DIESEL TOURING,320d xDrive M Sport 5dr Step Auto,AUTOMATIC,M SPORT,PRESTIGE ESTATE MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
87667,AUDI,A8,A8 SALOON,L 55 TFSI Quattro S Line 4dr Tiptronic,AUTOMATIC,S LINE,PRESTIGE PREMIER,SALOON,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
90034,AUDI,Q3,Q3 ESTATE SPECIAL EDITIONS,35 TFSI Edition 1 5dr [Comfort+Sound Pack],MANUAL,EDITION 1,4X4 SMALL,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
88079,VOLKSWAGEN,TIGUAN ALLSPACE,TIGUAN ALLSPACE ESTATE,1.5 TSI EVO Match 5dr DSG,AUTOMATIC,MATCH,4X4 LARGE,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
90072,AUDI,A4,A4 SALOON,40 TFSI Sport 4dr S Tronic [Comfort+Sound],AUTOMATIC,SPORT,PRESTIGE MEDIUM,SALOON,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
84563,LAND ROVER,RANGE ROVER,RANGE ROVER DIESEL ESTATE,3.0 SDV6 Vogue 4dr Auto,AUTOMATIC,VOGUE,4X4 LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
90341,SKODA,SUPERB,SUPERB DIESEL HATCHBACK,2.0 TDI CR 190 Sport Line Plus 5dr DSG,AUTOMATIC,SPORT LINE PLUS,LARGE,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90492,BENTLEY,BENTAYGA,BENTAYGA ESTATE,4.0 V8 5dr Auto [City+Touring Spec],AUTOMATIC,"",4X4 LARGE,ESTATE,PETROL,TURBO,4.0,FOUR WHEEL DRIVE
87782,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,E350 AMG Line Premium 2dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE CONVERTIBLE LARGE,CABRIOLET,PETROL,TURBO,2.0,REAR WHEEL DRIVE
86834,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Sport II 5dr Auto [Comfort Pack],AUTOMATIC,COOPER SPORT,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
89273,LAND ROVER,DISCOVERY SPORT,DISCOVERY SPORT DIESEL SW,2.0 D150 R-Dynamic SE 5dr Auto,AUTOMATIC,R-DYNAMIC SE,4X4 MEDIUM,STATION WAGON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
86453,HONDA,CR-V,CR-V ESTATE,1.5 VTEC Turbo SR 5dr,MANUAL,SR,4X4 MEDIUM,ESTATE,PETROL,TURBO,1.5,FOUR WHEEL DRIVE
91201,FIAT,PANDA,PANDA HATCHBACK SPECIAL EDITIONS,0.9 TwinAir [90] Waze 5dr,MANUAL,WAZE,SMALL,HATCHBACK,PETROL,TURBO,0.9,FRONT WHEEL DRIVE
88372,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.7 dCi N-Connecta 5dr 4WD [Glass Roof Pack],MANUAL,N-CONNECTA,MEDIUM,HATCHBACK,DIESEL,TURBO,1.7,FOUR WHEEL DRIVE
83795,PEUGEOT,5008,5008 DIESEL ESTATE,1.5 BlueHDi GT Line 5dr EAT8,AUTOMATIC,GT LINE,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
87132,MINI,COUNTRYMAN,COUNTRYMAN HATCHBACK,2.0 Cooper S Sport 5dr Auto,AUTOMATIC,COOPER S SPORT,MEDIUM,HATCHBACK,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
88458,MINI,COUNTRYMAN,COUNTRYMAN HATCHBACK,2.0 Cooper S Classic ALL4 5dr Auto [Com/Nav+ Pack],AUTOMATIC,COOPER S CLASSIC,MEDIUM,HATCHBACK,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
89421,VOLKSWAGEN,PASSAT,PASSAT DIESEL ESTATE,1.6 TDI SE 5dr DSG,AUTOMATIC,SE,ESTATE LARGE,ESTATE,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
90205,VAUXHALL,CROSSLAND X,CROSSLAND X DIESEL HATCHBACK,1.5 Turbo D [102] Sport Nav Prem 5dr [S/S],MANUAL,SPORT NAV PREMIUM,LOWER MEDIUM,HATCHBACK,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
89572,AUDI,A4,A4 AVANT,35 TFSI Sport 5dr S Tronic,AUTOMATIC,SPORT,PRESTIGE ESTATE MEDIUM,ESTATE,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
86755,AUDI,A6,A6 DIESEL SALOON,40 TDI Quattro Sport 4dr S Tronic,AUTOMATIC,SPORT,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
78980,BMW,5 SERIES,5 SERIES TOURING,540i xDrive SE 5dr Auto,AUTOMATIC,SE,PRESTIGE ESTATE LARGE,ESTATE,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
70905,SMART,FORTWO COUPE,FORTWO COUPE,0.9 Turbo Prime Premium Plus 2dr Auto,AUTOMATIC,PRIME,SMALL,COUPE,PETROL,TURBO,0.9,REAR WHEEL DRIVE
88255,FORD,MONDEO,MONDEO ESTATE,1.5 EcoBoost Zetec Edition 5dr,MANUAL,ZETEC EDITION,ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
87410,LEXUS,UX,UX HATCHBACK,250h 2.0 5dr CVT [Premium Plus/Sunroof],AUTOMATIC,"",PRESTIGE MEDIUM,HATCHBACK,PETROL/ELECTRIC HYBRID,INJECTION,2.0,FRONT WHEEL DRIVE
81820,VOLKSWAGEN,T-ROC,T-ROC DIESEL HATCHBACK,2.0 TDI R Line 5dr,MANUAL,R LINE,MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
88060,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 Acenta 5dr [Exterior+ Pack],MANUAL,ACENTA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
87648,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 Tekna 5dr Xtronic [Ext+ Pack/Leather],AUTOMATIC,TEKNA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
75850,MG MOTOR UK,GS,GS HATCHBACK,1.5 TGI Exclusive 5dr,MANUAL,EXCLUSIVE,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
88510,VOLVO,XC40,XC40 ESTATE,1.5 T3 [163] R DESIGN Pro 5dr,MANUAL,R DESIGN PRO,4X4 MEDIUM,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
88845,MASERATI,GRANTURISMO,GRANTURISMO COUPE SPECIAL EDITION,V8 MC Edition 2dr MC Shift,AUTOMATIC,MC EDITION,COUPE LARGE,COUPE,PETROL,INJECTION,4.7,REAR WHEEL DRIVE
88534,BMW,3 SERIES,3 SERIES DIESEL SALOON,330d Sport 4dr Step Auto,AUTOMATIC,SPORT,PRESTIGE MEDIUM,SALOON,DIESEL,TURBO,3.0,REAR WHEEL DRIVE
87127,MINI,COUNTRYMAN,COUNTRYMAN HATCHBACK,2.0 Cooper S Classic 5dr Auto [Comfort/Nav+ Pack],AUTOMATIC,COOPER S CLASSIC,MEDIUM,HATCHBACK,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
90238,SKODA,KAROQ,KAROQ DIESEL ESTATE,2.0 TDI Sport Line 5dr,MANUAL,SPORT LINE,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90554,JEEP,RENEGADE,RENEGADE HATCHBACK SPECIAL EDITION,1.3 T4 GSE Night Eagle II 5dr DDCT,AUTOMATIC,NIGHT EAGLE II,MEDIUM,HATCHBACK,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
87787,MERCEDES-BENZ,E CLASS,E CLASS SALOON,E300e AMG Line 4dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE LARGE,SALOON,PETROL/PLUGIN ELEC HYBRID,TURBO,2.0,REAR WHEEL DRIVE
87384,PEUGEOT,508,508 SW DIESEL ESTATE,1.5 BlueHDi GT Line 5dr,MANUAL,GT LINE,ESTATE LARGE,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
82534,JEEP,COMPASS,COMPASS SW DIESEL,2.0 Multijet 140 Limited 5dr,MANUAL,LIMITED,4X4 LARGE,STATION WAGON,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
81443,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,S350d AMG Line 4dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE PREMIER,SALOON,DIESEL,TURBO,3.0,REAR WHEEL DRIVE
86652,VOLKSWAGEN,CARAVELLE,CARAVELLE DIESEL ESTATE,2.0 TDI BMT 199 Executive 4MOTION 5dr DSG,AUTOMATIC,EXECUTIVE,MPV LARGE,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
86843,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Exclusive II 3dr [Nav Pack],MANUAL,COOPER EXCLUSIVE,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
89442,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,V220 d AMG Line 5dr 9G-Tronic [Extra Long],AUTOMATIC,AMG LINE,MPV LARGE,ESTATE,DIESEL,TURBO,2.0,REAR WHEEL DRIVE
87274,LEXUS,LC,LC COUPE,500 5.0 [464] 2dr Auto,AUTOMATIC,"",LARGE,COUPE,PETROL,INJECTION,5.0,REAR WHEEL DRIVE
86174,AUDI,A6,A6 DIESEL AVANT,40 TDI S Line 5dr S Tronic,AUTOMATIC,S LINE,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
88403,JAGUAR,XF,XF SALOON SPECIAL EDITIONS,2.0i [300] Chequered Flag 4dr Auto AWD,AUTOMATIC,CHEQUERED FLAG,PRESTIGE LARGE,SALOON,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
88450,MINI,COUNTRYMAN,COUNTRYMAN HATCHBACK,1.5 Cooper Classic ALL4 5dr,MANUAL,COOPER CLASSIC,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FOUR WHEEL DRIVE
85774,KIA,CEED,CEED HATCHBACK,1.0T GDi ISG 2 5dr,MANUAL,2,MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88582,BMW,7 SERIES,7 SERIES DIESEL SALOON,740Ld xDrive 4dr Auto,AUTOMATIC,"",PRESTIGE PREMIER,SALOON,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
86232,KIA,RIO,RIO HATCHBACK,1.0 T GDi 118 GT-Line 5dr DCT,AUTOMATIC,GT-LINE,LOWER MEDIUM,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
81648,SKODA,KAROQ,KAROQ DIESEL ESTATE,2.0 TDI Edition 4x4 5dr DSG,AUTOMATIC,EDITION,ESTATE MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
86073,VOLKSWAGEN,GOLF,GOLF HATCHBACK,2.0 TSI 300 R 5dr 4MOTION DSG,AUTOMATIC,R,MEDIUM,HATCHBACK,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
91002,BMW,5 SERIES,5 SERIES DIESEL TOURING,530d xDrive M Sport 5dr Auto [Tech/Plus Pack],AUTOMATIC,M SPORT,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
82940,TOYOTA,LAND CRUISER,LAND CRUISER DIESEL SW,2.8 D-4D Invincible 5dr Auto 7 Seats,AUTOMATIC,INVINCIBLE,4X4 LARGE,STATION WAGON,DIESEL,TURBO,2.8,FOUR WHEEL DRIVE
86851,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Exclusive II 3dr [Comfort/Nav Pack],MANUAL,COOPER EXCLUSIVE,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
81258,BMW,X3,X3 DIESEL ESTATE,xDrive20d M Sport 5dr Step Auto,AUTOMATIC,M SPORT,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
90975,BMW,X1,X1 DIESEL ESTATE,xDrive 18d M Sport 5dr Step Auto [Tech II/Plus Pk],AUTOMATIC,M SPORT,4X4 MEDIUM,ESTATE,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
81421,LEVC,TX,TX SALOON,110kW Vista 31kWh 4dr Auto,AUTOMATIC,VISTA,LARGE,SALOON,ELECTRIC,NORMALLY ASPIRATED,0.0,REAR WHEEL DRIVE
67500,BMW,4 SERIES,4 SERIES GRAN DIESEL COUPE,430d M Sport 5dr Auto [Professional Media],AUTOMATIC,M SPORT,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,3.0,REAR WHEEL DRIVE
90484,BENTLEY,BENTAYGA,BENTAYGA ESTATE,3.0 V6 Hybrid 5dr Auto [City Spec],AUTOMATIC,"",4X4 LARGE,ESTATE,PETROL/PLUGIN ELEC HYBRID,TURBO,3.0,FOUR WHEEL DRIVE
90365,SEAT,LEON,LEON SPORT TOURER,1.5 TSI EVO 150 FR Black Edition [EZ] 5dr DSG,AUTOMATIC,FR BLACK EDITION,"",ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
83362,BMW,I8,I8 ROADSTER,2dr Auto,AUTOMATIC,"",LOWER MEDIUM,ROADSTER,PETROL/PLUGIN ELEC HYBRID,TURBO,1.5,FOUR WHEEL DRIVE
90089,AUDI,A4,A4 DIESEL SALOON,30 TDI S Line 4dr S Tronic [Comfort+Sound],AUTOMATIC,S LINE,PRESTIGE MEDIUM,SALOON,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
90167,AUDI,TT,TT RS COUPE,TT RS TFSI Quattro 2dr S Tronic [Comfort+Sound],AUTOMATIC,"",PRESTIGE COUPE SMALL,COUPE,PETROL,TURBO,2.5,FOUR WHEEL DRIVE
89468,VOLKSWAGEN,PASSAT,PASSAT SALOON,2.0 TSI 190 R Line 4dr DSG,AUTOMATIC,R LINE,LARGE,SALOON,PETROL,TURBO,2.0,FRONT WHEEL DRIVE
86267,KIA,RIO,RIO HATCHBACK,1.4 3 5dr Auto [6 Speed],AUTOMATIC,3,LOWER MEDIUM,HATCHBACK,PETROL,INJECTION,1.4,FRONT WHEEL DRIVE
85780,KIA,CEED,CEED DIESEL HATCHBACK,1.6 CRDi ISG 2 5dr,MANUAL,2,MEDIUM,HATCHBACK,DIESEL,TURBO,1.6,FRONT WHEEL DRIVE
89113,NISSAN,X-TRAIL,X-TRAIL DIESEL STATION WAGON,1.7 dCi Acenta 5dr CVT [7 Seat],AUTOMATIC,ACENTA,4X4 LARGE,STATION WAGON,DIESEL,TURBO,1.7,FRONT WHEEL DRIVE
59666,BMW,3 SERIES,3 SERIES GRAN TURISMO HATCHBACK,320i SE 5dr Step Auto [Professional Media],AUTOMATIC,SE,PRESTIGE MEDIUM,HATCHBACK,PETROL,TURBO,2.0,REAR WHEEL DRIVE
86030,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 SE 5dr Auto,AUTOMATIC,SE,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
85197,RENAULT,SCENIC,SCENIC DIESEL ESTATE,1.7 Blue dCi 120 Iconic 5dr,MANUAL,ICONIC,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.7,FRONT WHEEL DRIVE
81489,PEUGEOT,5008,5008 DIESEL ESTATE,1.5 BlueHDi Active 5dr,MANUAL,ACTIVE,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
80674,BMW,2 SERIES,2 SERIES DIESEL COUPE,220d M Sport 2dr [Nav],MANUAL,M SPORT,PRESTIGE COUPE MEDIUM,COUPE,DIESEL,TURBO,2.0,REAR WHEEL DRIVE
86841,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Exclusive II 5dr,MANUAL,COOPER EXCLUSIVE,SUPERMINI,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
82948,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,CLS 400d 4Matic AMG Line 4dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.9,FOUR WHEEL DRIVE
82202,BMW,X3,X3 ESTATE,xDrive20i xLine 5dr Step Auto,AUTOMATIC,XLINE,4X4 MEDIUM,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
86165,HONDA,CIVIC,CIVIC SALOON,1.0 VTEC Turbo EX 4dr CVT,AUTOMATIC,EX,UPPER MEDIUM,SALOON,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
87103,MINI,COUNTRYMAN,COUNTRYMAN HATCHBACK,1.5 Cooper Exclusive 5dr [Comfort/Nav+ Pack],MANUAL,COOPER EXCLUSIVE,MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
85705,HYUNDAI,I20,I20 HATCHBACK,1.0 T-GDi Premium Nav 5dr Auto,AUTOMATIC,PREMIUM NAV,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
87240,BMW,X2,X2 HATCHBACK,sDrive 18i M Sport 5dr Step Auto,AUTOMATIC,M SPORT,4X4 MEDIUM,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
86904,CITROEN,C1,C1 AIRSCAPE HATCHBACK SPECIAL EDITION,1.0 VTi 72 Urban Ride 5dr,MANUAL,URBAN RIDE,SMALL,HATCHBACK,PETROL,INJECTION,1.0,FRONT WHEEL DRIVE
81740,PORSCHE,CAYENNE,CAYENNE ESTATE,5dr Tiptronic S,AUTOMATIC,"",PRESTIGE ESTATE LARGE,ESTATE,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
91182,FIAT,TIPO,TIPO SALOON,1.4 Easy 4dr,MANUAL,EASY,MEDIUM,SALOON,PETROL,INJECTION,1.4,FRONT WHEEL DRIVE
90475,BENTLEY,CONTINENTAL GTC,CONTINENTAL GTC CONVERTIBLE,4.0 V8 Mulliner Driving Spec 2dr Auto [City Spec],AUTOMATIC,MULLINER,PRESTIGE PREMIER,CONVERTIBLE,PETROL,TURBO,4.0,FOUR WHEEL DRIVE
90113,AUDI,A4,A4 DIESEL SALOON,S4 TDI Quattro 4dr Tiptronic [Comfort+Sound],AUTOMATIC,S4,PRESTIGE MEDIUM,SALOON,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
86514,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Tekna 5dr,MANUAL,TEKNA,MEDIUM,HATCHBACK,PETROL,TURBO,1.3,FRONT WHEEL DRIVE
85405,AUDI,A3,A3 SPORTBACK,35 TFSI Sport 5dr S Tronic [Tech Pack],AUTOMATIC,SPORT,PRESTIGE LOWER,HATCHBACK,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
90358,SKODA,SUPERB,SUPERB DIESEL HATCHBACK,2.0 TDI CR SE L 5dr,MANUAL,SE L,"",HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
84098,LAND ROVER,RANGE ROVER VELAR,RANGE ROVER VELAR DIESEL ESTATE,3.0 D275 R-Dynamic HSE 5dr Auto,AUTOMATIC,R-DYNAMIC HSE,4X4 LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
87643,NISSAN,MICRA,MICRA HATCHBACK,1.0 DIG-T 117 N-Connecta 5dr [Vision+/Bose/Ext+],MANUAL,N-CONNECTA,SUPERMINI,HATCHBACK,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
89746,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,E350d AMG Line Edition Premium 4dr 9G-Tronic,AUTOMATIC,AMG LINE EDITION,PRESTIGE LARGE,SALOON,DIESEL,TURBO,2.9,REAR WHEEL DRIVE
91231,BMW,3 SERIES,3 SERIES SALOON SPECIAL EDITIONS,320i M Sport Plus Edition 4dr Step Auto,AUTOMATIC,M SPORT PLUS EDITION,PRESTIGE MEDIUM,SALOON,PETROL,TURBO,2.0,REAR WHEEL DRIVE
74188,BMW,4 SERIES,4 SERIES CONVERTIBLE,440i M Sport 2dr Auto [Professional Media],AUTOMATIC,M SPORT,PRESTIGE CONVERTIBLE MEDIUM,CONVERTIBLE,PETROL,TURBO,3.0,REAR WHEEL DRIVE
84259,VAUXHALL,COMBO LIFE,COMBO LIFE DIESEL ESTATE,1.5 Turbo D Design 5dr,MANUAL,DESIGN,MPV LARGE,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
89924,KIA,NIRO,NIRO ESTATE,1.6 GDi Hybrid 4 5dr DCT,AUTOMATIC,4,ESTATE MEDIUM,ESTATE,PETROL/ELECTRIC HYBRID,INJECTION,1.6,FRONT WHEEL DRIVE
73591,SMART,FORTWO CABRIO,FORTWO CABRIO,0.9 Turbo Prime Premium Plus 2dr Auto,AUTOMATIC,PRIME,SMALL,CABRIOLET,PETROL,TURBO,0.9,REAR WHEEL DRIVE
81322,VOLKSWAGEN,ARTEON,ARTEON DIESEL FASTBACK,2.0 BiTDI 240 Elegance 5dr 4MOTION DSG,AUTOMATIC,ELEGANCE,LARGE,HATCHBACK,DIESEL,TURBO,2.0,FOUR WHEEL DRIVE
87699,FORD,KUGA,KUGA ESTATE,1.5 EcoBoost Titanium Edition 5dr Auto 2WD,AUTOMATIC,TITANIUM EDITION,4X4 MEDIUM,ESTATE,PETROL,TURBO,1.5,FRONT WHEEL DRIVE
83793,PEUGEOT,5008,5008 DIESEL ESTATE,1.5 BlueHDi Active 5dr EAT8,AUTOMATIC,ACTIVE,MPV MEDIUM,ESTATE,DIESEL,TURBO,1.5,FRONT WHEEL DRIVE
84446,MERCEDES-BENZ,C CLASS,C CLASS AMG CABRIOLET,C43 4Matic 2dr 9G-Tronic,AUTOMATIC,AMG,PRESTIGE CONVERTIBLE MEDIUM,CABRIOLET,PETROL,TURBO,3.0,FOUR WHEEL DRIVE
83600,FORD,FOCUS VIGNALE,FOCUS VIGNALE ESTATE,1.0 EcoBoost 125 5dr Auto,AUTOMATIC,"",ESTATE MEDIUM,ESTATE,PETROL,TURBO,1.0,FRONT WHEEL DRIVE
88159,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,B200d Sport Executive 5dr Auto,AUTOMATIC,SPORT,PRESTIGE MEDIUM,HATCHBACK,DIESEL,TURBO,2.0,FRONT WHEEL DRIVE
89507,AUDI,Q8,Q8 DIESEL ESTATE,50 TDI Quattro S Line 5dr Tiptronic [Leather],AUTOMATIC,S LINE,4X4 LARGE,ESTATE,DIESEL,TURBO,3.0,FOUR WHEEL DRIVE
76416,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,E220d SE Premium Plus 5dr 9G-Tronic,AUTOMATIC,SE,PRESTIGE ESTATE LARGE,ESTATE,DIESEL,TURBO,2.0,REAR WHEEL DRIVE
78578,LAND ROVER,RANGE ROVER VELAR,RANGE ROVER VELAR ESTATE,2.0 P250 R-Dynamic SE 5dr Auto,AUTOMATIC,R-DYNAMIC SE,4X4 LARGE,ESTATE,PETROL,TURBO,2.0,FOUR WHEEL DRIVE
89397,MERCEDES-BENZ,S CLASS,S CLASS SALOON,S500L AMG Line Rear Luxury Lounge 4dr 9G-Tronic,AUTOMATIC,AMG LINE,PRESTIGE PREMIER,SALOON,PETROL,TURBO,3.0,REAR WHEEL DRIVE
